Id,cross_id,tgraph_id
051510,"[r73674,r76535]|[r73675]",51510
051506,"[r73667,r73669]|[r74212]",51506
050482,"[r73665]|[r72300,r72302]",50482
050528,"[r72345,r78104]|[r72344,r72346,r78106]",50528
053047,"[r75676,r75679]|[r75675]",53047
053044,"[r75674,r75678]|[r75671]",53044
051684,"[r73927,r73929]|[r73926,r73928]",51684
051504,"[r73666,r73668]|[r73664]",51504
051497,"[r73745,r74898]|[r73654]",51497
035848,"[r51365,r51435]|[r51362]",35848
035680,"[r51136,r51311]|[r51135]",35680
035747,[r51217]|[r51216],35747
036295,"[r51951,r51953]|[r51952,r52968]",36295
037010,[r52971]|[r52972],37010
035682,[r51137]|[r51652],35682
035683,[r51653]|[r51138],35683
034837,[r49906]|[r54499],34837
034835,[r54498]|[r49905],34835
034673,[r49910]|[r49561],34673
034672,[r49560]|[r49909],34672
036077,"[r51656,r52931,r54268]|[r51657,r52932,r54267]",36077
037210,"[r53238,r53403,r53407]|[r53237,r53404,r53408]",37210
030459,[r45889]|[r43059],30459
030458,[r43058]|[r45888],30458
032393,[r45876]|[r49109],32393
030921,"[r43663,r48323]|[r43662,r50007]",30921
030400,"[r42984,r45985]|[r42985]",30400
030399,"[r45984]|[r42984,r42986]",30399
033738,[r47817]|[],33738
033739,[]|[r47818],33739
034826,[r49878]|[r49881],34826
034827,[r49880]|[r49879],34827
034824,[r49877]|[r49876],34824
033758,[r47848]|[r47847],33758
033686,"[r47753,r49872]|[r47752,r50232]",33686
030590,[r43237]|[r47751],30590
030587,[r47750]|[r43236],30587
034883,"[r50013,r50224]|[r50225,r50279]",34883
030777,"[r43486,r45857]|[r43487,r45858]",30777
032771,"[r46397,r46399]|[r46398,r46400]",32771
032770,"[r46396,r46400]|[r46395,r46399]",32770
030035,"[r42652,r43469]|[r42474,r43470]",30035
030767,"[r43468,r46452]|[r43467,r43471]",30767
030594,"[r43241,r50272]|[r43468,r50274]",30594
030774,"[r43481,r43483,r43489]|[r43482,r43484,r43488]",30774
031694,"[r44671,r44675]|[r44672,r44674]",31694
035014,"[r50279,r50284]|[r50278,r50280]",35014
034029,[r48315]|[r48314],34029
031720,"[r48271,r50298,r50302]|[r44713,r48270,r50303]",31720
032458,[r45978]|[r48316],32458
032457,[r48317]|[r45977],32457
031743,"[r44753,r44757]|[r44749,r44754]",31743
032454,"[r45976,r50304]|[r45975,r50298]",32454
032436,[r45949]|[r50300],32436
032433,[r50301]|[r45948],32433
035020,[r50292]|[r50293],35020
033713,[r50289]|[r47790],33713
031668,"[r44638,r44644]|[r44651,r44756]",31668
031748,"[r44760]|[r44758,r44759]",31748
033684,[r48735]|[r47749],33684
029166,"[r41424,r41576]|[r42851]",29166
050184,"[r71905,r73850]|[r75808,r75811]",50184
051903,"[r74189,r77786]|[r74190,r77787]",51903
053703,[r76724]|[r80333],53703
053704,[r80334]|[r76725],53704
051300,"[r73346,r73348]|[r73347]",51300
051299,"[r76310]|[r73345,r73348]",51299
049249,[r77776]|[r71044],49249
049248,[r71043]|[r77777],49248
051257,"[r73282,r73341,r73342]|[r73281,r73343,r76309]",51257
051902,"[r74190,r75604,r77788]|[r74189,r75605,r75607]",51902
052992,[r75600]|[r79520],52992
052993,[r79521]|[r75601],52993
053003,[r75613]|[r75611],53003
053002,[r75610]|[r75612],53002
056037,[r80939]|[r80938],56037
049882,"[r71633,r76306,r81232]|[r80941]",49882
049876,"[r71627]|[r71626,r76306]",49876
049875,"[r71625,r72638]|[r80265]",49875
049084,"[r70906,r74901]|[r71622]",49084
049112,"[r72640,r74469,r80266]|[r70930,r71633,r72639,r74468]",49112
050335,"[r72105,r72106]|[r72288]",50335
050337,"[r72144]|[r72107,r72109]",50337
050509,"[r72325,r72401]|[r72326]",50509
049903,"[r71652]|[r72145,r72400]",49903
055943,"[r80737]|[r80738,r80741]",55943
050626,[r72455]|[r72456],50626
053746,[r83100]|[r76783],53746
050760,"[r73576]|[r72641,r73436]",50760
056167,"[r81237,r81238]|[r81236]",56167
050361,"[r78516]|[r72137,r76718]",50361
050776,"[r72668]|[r72669,r72671]",50776
050244,"[r72962,r74634]|[r71988,r81136]",50244
050228,"[r71964]|[r74079,r74086]",50228
050229,"[r71965,r71980]|[r71987,r73814]",50229
050258,"[r72002]|[r72005,r80512]",50258
049944,"[r72004]|[r71676,r73065]",49944
055835,[r80514]|[r80515],55835
050401,"[r72192,r72193]|[r80806]",50401
050126,"[r71848,r72001]|[r72002]",50126
050396,[r76277]|[r72188],50396
050983,[r72973]|[r72940],50983
050985,[r72941]|[r72974],50985
049515,[r71268]|[r71284],49515
049513,[r71283]|[r71267],49513
053693,[r76700]|[r76699],53693
049547,[r71298]|[r72939],49547
049546,[r72938]|[r71297],49546
050290,"[r76274]|[r72034,r74066]",50290
053432,"[r76272,r76275]|[r80514]",53432
049947,"[r71677,r76270]|[r72030]",49947
050122,"[r71850]|[r71846,r71849]",50122
050128,"[r78735]|[r71851,r72193]",50128
051810,[r74067]|[r76279],51810
050243,"[r71987,r73813]|[r72951,r72962,r76053]",50243
050993,"[r72950,r72961]|[r72949,r73712]",50993
055979,[r80818]|[r80817],55979
055737,[r80819]|[r80304],55737
055287,"[r79405,r79407]|[r79406,r79408]",55287
022835,"[r32255,r32261,r37129]|[r32256,r37128]",22835
024037,[]|[r33916],24037
022709,[r32068]|[r38136],22709
022710,[r38137]|[r32069],22710
022041,"[r31337]|[r31339,r31737]",22041
022052,"[r31739]|[r31344,r31367]",22052
023559,"[r33276,r36874]|[r36873]",23559
023548,"[r33280]|[r33264,r33330]",23548
023884,[r33680]|[r33679],23884
023902,"[r33699,r33702,r34508]|[r33700,r33701,r34507]",23902
022164,"[r31748]|[r31425,r32005]",22164
022243,"[r31495]|[r31500,r35945]",22243
022047,"[r31341]|[r31756,r35944]",22047
027489,"[r39668,r39671]|[r39669,r39670]",27489
023906,"[r33705,r34502,r34510]|[r33706,r34509,r39668]",23906
024455,"[r34506,r34507]|[r34505,r34508]",24455
023814,[r33588]|[r35885],23814
025983,"[r36880,r37050]|[r37051]",25983
025984,"[r36881,r36889]|[r36888]",25984
026132,"[r37157,r38173,r39970]|[r37158,r38172,r39969]",26132
027625,"[r39973,r39975,r39982]|[r39974,r39976,r39981]",27625
026762,[r38222]|[r38220],26762
026761,[r38219]|[r38221],26761
026758,[r38214]|[r38212],26758
026757,[r38211]|[r38213],26757
024138,"[r34029,r34032,r34795]|[r34030,r34031]",24138
024674,"[r34812,r34815,r38238]|[r34813,r34814,r38237]",24674
022151,[r31415]|[r34816],22151
022152,[r34817]|[r31416],22152
024682,[r37196]|[r34824],24682
024681,[r34823]|[r37197],24681
025473,[r36090]|[r36084],25473
023356,"[r33026,r36091]|[r33030]",23356
024150,[r34050]|[r34049],24150
026154,[]|[r37202],26154
026155,[r37203]|[r37205],26155
021436,"[r30754,r30924,r38415]|[r30755,r30925,r38414]",21436
026161,[r37212]|[],26161
026162,[]|[r37213],26162
022983,"[r32442,r32444,r32455]|[r32443,r32454,r34050]",22983
022985,[r32453]|[r32446],22985
023459,[r38654]|[r33167],23459
026978,[r38652]|[r38650],26978
026977,[r38649]|[r38651],26977
026489,[r37756]|[r37754],26489
026488,[r37753]|[r37755],26488
023040,"[r32538,r39531]|[r32539,r32542]",23040
026496,"[r37764,r39591,r39748]|[r37763,r39749]",26496
024229,"[r39532]|[r34158,r39591]",24229
026497,[r38691]|[r37765],26497
026498,[r37766]|[r38692],26498
026484,[r37746]|[r37750],26484
026481,[r37749]|[r37745],26481
025117,[r35503]|[r35499],25117
025118,[r35500]|[r35504],25118
025345,[r35826]|[r38665],25345
025346,[r38666]|[r35827],25346
021694,"[r31001,r32539,r33170]|[r31000,r32538,r33171]",21694
021756,"[r31061,r35546,r35547]|[r31060,r35545,r35548]",21756
021729,[r31041]|[r31033],21729
021728,[r31032]|[r31040],21728
025625,"[r36359,r36361]|[r36360,r36362]",25625
025095,[r35452]|[r35453],25095
032990,"[r46593]|[r46594,r46595]",32990
029193,"[r46803]|[r41452,r41453]",29193
027524,[r39750]|[r39751],27524
023173,"[r32733,r32736,r33086]|[r32734,r32735,r32737]",23173
023169,"[r32728,r39825]|[r32729,r32730,r39818]",23169
021994,"[r31301]|[r31300,r31310]",21994
022016,"[r31315,r31681]|[r31316]",22016
022140,"[r31406,r31735]|[r31685]",22140
022277,"[r31531,r32518,r38755]|[r31686,r32517]",22277
026476,[r37737]|[r37739],26476
026477,[r37740]|[r37738],26477
021754,[r31060]|[r31058],21754
021755,[r31059]|[r31061],21755
026473,[r37736]|[r37734],26473
026472,[r37733]|[r37735],26472
027413,[r39736]|[r39490],27413
025065,"[r35402,r35403]|[r35404]",25065
025066,[r35404]|[r35405],25066
022727,[r35412]|[r32092],22727
022726,[r32091]|[r35413],22726
027421,[r39512]|[r39510],27421
027420,[r39509]|[r39511],27420
023705,[r33450]|[r35455],23705
023702,[r35456]|[r33449],23702
021689,"[r30995,r33228,r40044]|[r30994,r33229,r40045]",21689
027681,"[r40107]|[r40108,r40111]",27681
022719,"[r32083,r35461]|[r32084,r40109]",22719
022524,[r31848]|[r35463],22524
022525,[r35464]|[r31849],22525
026960,"[r38626,r38627,r38635]|[r38625,r38628,r38636]",26960
026451,[r37701]|[r37703],26451
026452,[r37704]|[r37702],26452
021642,[r30954]|[r32129],21642
021643,[r32130]|[r30955],21643
025035,"[r35353,r39489]|[r39738]",25035
025051,"[r35370,r35372]|[r35371,r35373]",25051
022745,"[r32121,r32133,r35369,r35380]|[r32122,r32134,r35368,r35381]",22745
026443,[r37688]|[r37692],26443
026442,[r37691]|[r37687],26442
021652,[r32125]|[r30962],21652
021653,[r30963]|[r32126],21653
025742,[r46736]|[r36498],25742
025741,[r36497]|[r46735],25741
032969,"[r46572,r46804]|[r46645]",32969
033034,[r46644]|[],33034
029272,"[r41549,r41562]|[r46805]",29272
047897,"[r68620]|[r68630,r68632]",47897
048643,[r69949]|[r69951],48643
048644,[r69952]|[r69950],48644
044467,"[r63659,r69947]|[r65186,r69948]",44467
047859,[r68541]|[r68543],47859
043803,[r62923]|[r63039],43803
043802,[r63038]|[r62922],43802
045981,[r68337]|[r65747],45981
047740,[r68548]|[r68339],47740
044774,"[r64018]|[r64019,r64020]",44774
044555,"[r68309]|[r63757,r66161]",44555
047750,[r68356]|[r68357],47750
046323,[r68354]|[r66230],46323
045926,[r65675]|[r68356],45926
047785,[r68408]|[r68410],47785
047786,[r68411]|[r68409],47786
047865,"[r68547,r68549,r68621]|[r68550,r68620]",47865
045219,[r64647]|[r70875],45219
045220,[r70876]|[r64648],45220
049001,[r70715]|[r70714],49001
044631,"[r63840,r63971]|[r63839]",44631
044629,"[r63837,r69852]|[r63874]",44629
047771,[r68449]|[r68394],47771
047772,[r68395]|[r68450],47772
046346,[r66260]|[r66256],46346
046348,[r66257]|[r66261],46348
053832,"[r77527]|[r76855,r76917]",53832
051089,"[r73066]|[r73067,r74016]",51089
053830,"[r77009]|[r76854,r77284]",53830
047215,"[r67571,r67576]|[r67572,r67575]",47215
047762,[r70517]|[r68381],47762
047765,[r68382]|[r70518],47765
047767,[r68385]|[r68387],47767
047768,[r68388]|[r68386],47768
046730,[r66810]|[r66812],46730
046731,[r66813]|[r66811],46731
044664,[r68443]|[r63875],44664
044666,[r63876]|[r68444],44666
045456,[r69184]|[r65009],45456
045455,[r65008]|[r69183],45455
044047,"[r63976]|[r63188,r64597]",44047
044048,"[r63188,r64598]|[r63841]",44048
044633,"[r63842]|[r63843,r63844]",44633
044922,"[r64200,r64638]|[r64201,r68367]",44922
046721,[r66800]|[r66801],46721
048905,[r70510]|[r70509],48905
047184,[r67516]|[r67512],47184
047185,[r67513]|[r67517],47185
044920,"[r64199,r64639,r68431]|[r65013,r66806,r68430]",44920
047826,[r68475]|[r68477],47826
047827,[r68478]|[r68476],47827
043331,[r62522]|[r70549],43331
043328,[r70548]|[r62521],43328
043326,[r62520]|[r62518],43326
043325,[r62517]|[r62519],43325
047216,"[r67574,r67575]|[r67573,r67576]",47216
043322,"[r62516,r63061,r64506]|[r62515,r63060,r64505]",43322
044716,"[r63940,r67580]|[r67860]",44716
054092,"[r77163,r77226]|[r77162,r81116]",54092
053962,"[r76975]|[r76978,r77084]",53962
053958,"[r76976]|[r76973,r79671]",53958
054040,"[r77079,r77212]|[r77211,r80796]",54040
053689,"[r76690,r76694]|[r76691,r76693]",53689
050731,[r72591]|[r72592],50731
054935,"[r78704,r78706]|[r78705,r78707]",54935
053900,"[r76915,r76917]|[r77478]",53900
054156,[r77239]|[r77245],54156
054153,[r77244]|[r77238],54153
053898,"[r76914,r77285]|[r76925]",53898
043799,[r62919]|[r66914],43799
043796,[r66915]|[r62918],43796
045581,[r70723]|[r65165],45581
049003,"[r70717,r70718]|[r70716,r70719]",49003
046714,"[r66795,r68410,r70877]|[r66794,r68411,r70878]",46714
044776,"[r64023,r64024]|[r64926]",44776
045404,"[r64928,r64929]|[r64927]",45404
047228,[r67599]|[r67598],47228
044552,"[r64927,r67594]|[r63755,r67595]",44552
046377,[r66304]|[r66303],46377
044563,"[r66230]|[r63765,r63766]",44563
046795,[r66901]|[r66905],46795
046794,[r66904]|[r66900],46794
047849,[r68523]|[r68525],47849
047848,"[r68521]|[r68520,r68522]",47848
047850,[r68526]|[r68524],47850
045993,"[r65767,r65769,r66867]|[r65768,r66868,r69941]",45993
045987,[r66863]|[r65756],45987
045989,[r65757]|[r66864],45989
048648,[r69960]|[r69958],48648
048647,[r69957]|[r69959],48647
043536,"[r62697,r62698,r62972,r68556]|[r62696,r62699,r62973,r68555]",43536
043860,"[r62980,r62983,r66892]|[r62981,r62982,r66891]",43860
045286,"[r64749,r64752,r66894]|[r64750,r64751,r69928]",45286
046789,[r66896]|[r66892],46789
046788,[r66891]|[r66895],46788
044924,"[r64748,r68518]|[r64205,r64747]",44924
043396,"[r63228,r63687,r64448]|[r62584,r63227,r63686]",43396
046384,[r66315]|[r66316],46384
046380,[r66311]|[r66313],46380
046381,[r66314]|[r66312],46381
046785,[r66884]|[r66888],46785
046000,[r66320]|[r65781],46000
046003,[r65782]|[r66319],46003
047866,[r68551]|[r68553],47866
047867,[r68554]|[r68552],47867
046783,"[r66881,r66883]|[r66880,r66882]",46783
023943,[r34539]|[r33755],23943
023944,[r33756]|[r34540],23944
022031,"[r31331,r35863]|[r39832]",22031
022029,"[r31329,r35861]|[r31330]",22029
022655,"[r33334,r33336]|[r32008]",22655
024367,"[r34361,r34362]|[r34360]",24367
022430,"[r34359]|[r31722,r31724]",22430
022310,"[r31577]|[r35868,r35869]",22310
026080,"[r37048,r37049]|[r37047]",26080
026079,"[r37045]|[r37046,r37049]",26079
022287,[r31543]|[r39830],22287
021250,"[r30586,r30707,r34356]|[r30585,r30706,r34357]",21250
025688,[r36448]|[r68123],25688
022037,"[r31335,r34360]|[r34353]",22037
022172,"[r31430,r35860]|[r31437]",22172
021390,[r33731]|[r30707],21390
021389,[r30706]|[r33730],21389
023925,[r33734]|[],23925
045937,[r65689]|[r70501],45937
045938,[r70502]|[r65690],45938
045226,"[r64654,r65688]|[r64653,r64655]",45226
023555,"[r33269,r33319]|[r33270]",23555
022452,"[r32195,r37051]|[r31757]",22452
025989,[r36894]|[r36895],25989
025988,"[r37053]|[r36894,r37052]",25988
022218,"[r31474]|[r36881,r37050]",22218
025373,[r35885]|[r35886],25373
047829,[r68484]|[r68482],47829
047828,[r68481]|[r68483],47828
043768,[r62895]|[r68470],43768
043766,[r68469]|[r62894],43766
056122,[r81126]|[r81127],56122
055262,"[r79341,r79343]|[r79342,r79346]",55262
055264,"[r79345,r79346]|[r79344,r80288]",55264
050015,[r71748]|[r71750],50015
050014,[r71749]|[r71747],50014
054942,[r79354]|[r78720],54942
049509,[r71972]|[r71264],49509
049510,[r71265]|[r71971],49510
049494,[r71245]|[r71966],49494
049506,[r71968]|[r71259],49506
049495,[r71967]|[r71246],49495
054914,"[r78670,r78671]|[r78669,r78672]",54914
053430,"[r76267,r76672,r77496]|[r76266,r76673,r77495]",53430
052133,"[r74515,r76266,r76675]|[r74514,r76267,r76674]",52133
051837,"[r74102,r74576]|[r74103]",51837
052187,[r74574]|[r74573],52187
049517,[r71269]|[r72886],49517
050962,[r72898]|[r72899],50962
049544,"[r71295,r72862,r74255]|[r71296,r72861,r74256]",49544
050932,"[r72863,r79370]|[r79369,r80527]",50932
054952,"[r78739,r78742,r80498]|[r78740,r78741]",54952
055283,[r79487]|[r79395],55283
055981,[r80821]|[r80822],55981
029121,[r50046]|[r41380],29121
029124,[r41381]|[r44091],29124
021605,[r34883]|[r30924],21605
021606,[r30925]|[r34884],21606
021210,[r30553]|[r32442],21210
021211,[r32443]|[r30554],21211
024708,[r38416]|[r34877],24708
024709,[r34878]|[r38417],24709
023171,"[r32731,r36498]|[r32732,r35572,r36497]",23171
025160,[r35561]|[r37237],25160
025161,[r37238]|[r35562],25161
021617,"[r30935,r35491,r35554,r38449]|[r30934,r35492,r35553,r38448]",21617
022986,[r32446]|[r32447],22986
022984,[r32445]|[r32444],22984
021297,[r30626]|[r35485],21297
021298,[r35486]|[r30627],21298
028812,[r41099]|[r41097],28812
028814,[r41098]|[r41100],28814
027830,"[r42063,r42064]|[r40223]",27830
029718,"[r42065,r43324,r49549]|[r42063,r42066,r43325]",29718
030660,"[r43329,r45004]|[r43323,r45003]",30660
031902,"[r44996]|[r44997,r45000]",31902
030486,"[r43097,r43100,r43319]|[r43098,r43099,r44998]",30486
030663,"[r43328]|[r43329,r43330]",30663
030479,[r43089]|[r43326],30479
033119,"[r46978,r48667]|[r46804]",33119
029323,"[r41603]|[r41607,r46032]",29323
032505,"[r46038]|[r46033,r46034]",32505
029270,"[r41552]|[r41548,r41549]",29270
033212,[r46997]|[r46998],33212
029040,"[r41297,r43085,r46093]|[r41296,r43086,r46094]",29040
030287,[r43130]|[r42821],30287
030505,"[r43128]|[r43127,r43131]",30505
030311,"[r42848,r42850]|[r42849]",30311
030310,"[r42847]|[r42846,r42850]",30310
032546,[r46092]|[r46090],32546
032545,[r46089]|[r46091],32545
027880,"[r40257,r41502,r41505]|[r41460,r41503,r41504]",27880
031252,[r44116]|[r46086],31252
031249,[r46085]|[r44115],31249
034003,"[r48269,r48710]|[r48381,r48709]",34003
031727,[r44721]|[r48238],31727
027744,"[r49939]|[r40157,r49940]",27744
031976,[r45132]|[r45130],31976
031975,[r45129]|[r45131],31975
032495,[r46019]|[r49941],32495
032432,[r45947]|[r45946],32432
031969,"[r45121,r45125]|[r45122,r45124]",31969
031967,"[r45120,r48238]|[r45119,r45123]",31967
035008,"[r50263,r50266,r50269]|[r50264,r50265]",35008
027764,"[r50268]|[r40174,r41646]",27764
031479,[r44382]|[r50615],31479
031480,[r50616]|[r44383],31480
028640,[r40925]|[r44399],28640
028637,[r44400]|[r40924],28637
034454,[r49163]|[r49161],34454
034453,[r49160]|[r49162],34453
030082,"[r42529]|[r42530,r42999]",30082
031538,[r44449]|[r48266],31538
031537,[r48265]|[r44448],31537
032453,[r45974]|[r45973],32453
030083,"[r42532,r42533]|[r42531]",30083
027723,"[r40139]|[r40140,r40176]",27723
031730,[r49957]|[r44731],31730
032431,[r45945]|[r48253],32431
030251,[r42778]|[r45956],30251
030633,"[r43284,r43287,r45954]|[r43285,r43286,r45955]",30633
030253,"[r42781,r42783]|[r42780,r42782]",30253
030252,"[r43290,r49945,r49956]|[r42779,r43291,r49955]",30252
029364,"[r41654,r41656,r44731]|[r41655,r42783,r44458]",29364
032425,[r45939]|[r49165],32425
032426,[r49166]|[r45940],32426
031274,[r44148]|[r44179],31274
035097,"[r50457,r50460,r50468]|[r50456,r50461,r50469]",35097
035098,"[r50462,r50465,r50471]|[r50463,r50464,r50470]",35098
035101,"[r50474,r50477,r50478]|[r50475,r50476,r50479]",35101
034554,[r49344]|[r49343],34554
034556,[r49346]|[r50472],34556
030175,"[r42676,r43028]|[r42675,r43027]",30175
030469,"[r43071,r43072]|[r43070,r43073]",30469
031309,[r44197]|[r44199],31309
031310,[r44200]|[r44198],31310
033273,[r47106]|[r47107],33273
033761,[r47851]|[r47852],33761
031929,"[r45046,r45052]|[r45044,r45045,r45051]",31929
028085,[r40437]|[r47866],28085
028082,[r47865]|[r40436],28082
031788,[r44815]|[r47873],31788
031787,[r47872]|[r44814],31787
030426,[r43346]|[r43026],30426
030425,[r43025]|[r43345],30425
034072,"[r50387]|[r48411,r50384]",34072
031273,[r44147]|[r44148],31273
028386,[r40708]|[r44143],28386
028387,[r44144]|[r40709],28387
033268,"[r47097,r47098]|[r47096]",33268
028796,"[r41081,r41295,r47043]|[r41082,r41294,r47042]",28796
034193,"[r48657,r50382]|[r50386]",34193
034194,"[r50390]|[r48658,r50382]",34194
029202,"[r41461,r42846]|[r41494]",29202
033275,[r47112]|[r49281],33275
034525,[r49282]|[r49283],34525
033262,[r47087]|[r47089],33262
029349,"[r41637,r44167]|[r41636,r47086]",29349
033329,"[r47187,r47189]|[r47188,r47190]",33329
031284,[r47083]|[r44164],31284
031285,[r44165]|[r47084],31285
033328,"[r47186,r47190]|[r47185,r47189]",33328
035060,"[r50388]|[r50389,r50391]",35060
035058,"[r50384,r50385]|[r50383]",35058
034108,[r48494]|[],34108
034109,[]|[r48495],34109
050530,"[r72347]|[r72349,r74208]",50530
050520,"[r77564]|[r72337,r72348]",50520
055813,[r80460]|[r80461],55813
051501,"[r73660]|[r74895,r74897]",51501
056155,[r81212]|[r81214],56155
056156,[r81215]|[r81213],56156
051509,"[r73672]|[r73673,r73674]",51509
050479,"[r72296,r72298]|[r73670]",50479
054604,[r78125]|[r78126],54604
049931,"[r71668,r72163]|[r77497]",49931
054245,"[r79608]|[r77407,r77433]",54245
030889,[r43629]|[r46001],30889
031632,"[r49042,r49047]|[r44587,r49043,r49046]",31632
032337,[r45784]|[r45782],32337
032336,[r45781]|[r45783],32336
031954,"[r45099,r49838]|[r45098]",31954
034254,[r48771]|[r49834],34254
055863,[r80944]|[r80569],55863
053473,[r76350]|[r80573],53473
053474,[r80572]|[r76351],53474
052381,"[r74805,r78054]|[r74792,r74804]",52381
053716,"[r76746,r76748]|[r76747,r76749]",53716
054516,[r77984]|[r77982],54516
054515,[r77981]|[r77983],54515
054518,[r77986]|[r77990],54518
054517,[r77989]|[r77985],54517
053122,[r77979]|[r75794],53122
053123,[r75795]|[r77980],53123
054521,[r77990]|[r77988],54521
054520,[r77987]|[r77989],54520
055793,[r80426]|[r80425],55793
053731,"[r80429]|[r76763,r76765]",53731
053732,[r76765]|[r76764],53732
053147,[r75830]|[r80431],53147
049178,"[r70986,r73305,r74798]|[r70985,r73304,r74799]",49178
052387,[r74799]|[r74797],52387
052386,[r74796]|[r74798],52386
049730,[r77963]|[r71465],49730
049729,[r71464]|[r77962],49729
051624,"[r76743,r76749]|[r73851,r76748]",51624
052380,"[r74793,r74806]|[r74791,r74808]",52380
052384,"[r74808,r74817]|[r74795,r74807]",52384
052385,[r74795]|[r74800],52385
030376,"[r42945,r43605,r49828]|[r42946,r43604,r45093]",30376
031953,"[r45094,r45096]|[r45095,r45097]",31953
031058,[r49041]|[r43834],31058
034981,"[r50213,r50613]|[r50212,r50614]",34981
030799,"[r43522,r49053]|[r43521,r48772,r49052]",30799
049097,"[r70916,r72023]|[r72094]",49097
050105,[r71828]|[r72154],50105
052971,"[r75572,r75578,r75581]|[r75573,r75579,r75580]",52971
052242,[r74645]|[r74644],52242
051819,"[r74082,r74083]|[r74081]",51819
054964,[r78758]|[r79385],54964
054963,[r79384]|[r78757],54963
055279,[r79383]|[],55279
052224,[r76070]|[r74620],52224
052223,[r74619]|[r76069],52223
056129,[r81149]|[r81145],56129
056130,[r81146]|[r81150],56130
053328,[r76110]|[r76111],53328
050065,"[r79682]|[r71799,r74114]",50065
050653,[r72493]|[r76089],50653
050652,[r76088]|[r72492],50652
049145,[r76087]|[r70956],49145
049144,[r70955]|[r76086],49144
056164,[r81231]|[r81230],56164
054388,[r77777]|[r77775],54388
054387,[r77774]|[r77776],54387
052462,"[r74911,r80335,r80339,r81148]|[r80336,r80340,r81147,r81231]",52462
051628,[r73853]|[r74630],51628
051625,[r74629]|[r73852],51625
050645,"[r77794]|[r72485,r76550]",50645
053331,[r76114]|[r77803],53331
053332,[r77804]|[r76115],53332
053382,[r76198]|[r77933],53382
053379,[r77932]|[r76197],53379
053135,"[r75806,r75808]|[r75807,r75809]",53135
050174,[r75786]|[r71890],50174
049158,[r71052]|[r70966],49158
049157,[r70965]|[r71051],49157
054497,[r77943]|[r77944],54497
053140,"[r75821,r75827]|[r75820]",53140
053144,"[r75853,r75856]|[r75824,r75854,r75855]",53144
053126,[r75797]|[r79596],53126
053127,[r79597]|[r75798],53127
030584,[r43233]|[r50227],30584
029101,"[r41355,r42633,r43235]|[r42941,r50235]",29101
034391,[r49057]|[r49055],34391
034390,[r49054]|[r49056],34390
033624,"[r47674,r50235]|[r50214,r50236]",33624
031645,[r47727]|[r44605],31645
031644,[r44604]|[r47726],31644
029355,"[r41646,r44606]|[r41943,r44607]",29355
027765,"[r40174,r41493]|[r41425]",27765
035850,"[r51553]|[r51364,r51376]",35850
035859,"[r51374]|[r51375,r51435]",35859
035646,"[r51107]|[r51106,r51319]",35646
035814,[r51315]|[r51316],35814
035857,"[r51371,r51373]|[r51370]",35857
035855,"[r51368,r51372]|[r54966]",35855
035447,"[r50892,r51284,r51679,r54071]|[r50893,r51283,r51678,r54072]",35447
035205,[r50671]|[r51677],35205
035341,[r51145]|[r50795],35341
035340,[r50794]|[r51146],35340
035339,"[r50795,r50797,r50801,r51642]|[r50794,r50796,r50800,r51643]",35339
037703,[r54072]|[r54070],37703
037702,[r54069]|[r54071],37702
035758,"[r51233,r51236,r51288]|[r51234,r51235,r51289]",35758
037712,"[r54277]|[r54086,r54090]",37712
037710,"[r54084,r54090]|[r54266]",37710
038013,[r54779]|[r54777],38013
038012,[r54776]|[r54778],38012
034047,"[r49984]|[r48347,r48348]",34047
030256,"[r48346]|[r42784,r42786]",30256
032462,"[r45982,r48330]|[r48326,r48331]",32462
032461,[r45983]|[r45982],32461
029518,[r41824]|[r42147],29518
029987,"[r42415,r48296]|[r42413,r42991]",29987
030401,"[r42985,r42993]|[r42994,r44763]",30401
030403,"[r42988,r42990,r42996]|[r42987,r42989]",30403
030402,"[r42986]|[r42995,r42997]",30402
034207,"[r48694,r48695]|[r48693,r48696]",34207
029986,"[r42414,r43664]|[r42412,r42990]",29986
030404,"[r42987,r42991]|[r42988,r42992]",30404
029517,[r41823]|[r41824],29517
030164,"[r42661]|[r42660,r48334]",30164
029456,"[r41769,r41837]|[r41768,r48343]",29456
029533,[r42660]|[r41844],29533
028723,"[r41006,r41825,r41846]|[r41005,r41826,r41845]",28723
029575,"[r41925]|[r41900,r49988]",29575
029449,"[r42211]|[r41764,r48333]",29449
032728,"[r46338]|[r46335,r46340]",32728
029459,"[r41777]|[r41776,r41787]",29459
032112,"[r45381]|[r45380,r45382]",32112
029480,"[r41793,r41799]|[r41827]",29480
034941,[r50128]|[r50129],34941
031837,"[r44906,r44907]|[r45178]",31837
032855,[r53453]|[r46481],32855
032111,"[r45379,r45382]|[r50126]",32111
030141,"[r42630,r43126]|[r42629]",30141
029478,"[r41792]|[r41794,r41800]",29478
032365,[r49139]|[r45836],32365
034833,[r49896]|[r49895],34833
032366,"[r45836]|[r45838,r49898]",32366
030595,[r43245]|[r43242],30595
030598,[r43243]|[r43244],30598
032869,[r53454]|[r46493],32869
032872,[r46494]|[r53455],32872
032383,[r45858]|[r45859],32383
030765,"[r43464,r43465,r43492]|[r43466,r43481,r43491]",30765
032362,"[r45828,r45830]|[r45829]",32362
032352,"[r45814,r46490]|[r45827]",32352
