Id,latitude,longitude
1634361706,39.866955,116.380176
1634361707,39.866996,116.37958
3068180193,39.925505,116.455783
1634361704,39.866587,116.373634
1634361705,39.866577,116.381858
1634361708,39.866998,116.379261
1634361697,39.866537,116.374233
1634361703,39.866574,116.381584
1634361700,39.866564,116.373483
385095396,39.914236,116.428766
1634361722,39.867247,116.381843
1634361720,39.867128,116.381322
1634361726,39.86818,116.38136
1634361727,39.868311,116.381533
1634361724,39.867521,116.381926
1634361715,39.867087,116.379169
1634361718,39.867087,116.379662
1634361674,39.866393,116.374201
1634361675,39.866457,116.373563
1634361672,39.866367,116.373916
1634361673,39.86639,116.37461
1634361667,39.866358,116.373406
1634361664,39.866338,116.373858
1634361670,39.866361,116.374287
1634361691,39.866497,116.373731
1634361688,39.866472,116.374542
1634361694,39.866529,116.374419
3068180184,39.922459,116.460872
1634361684,39.866467,116.372988
1634361642,39.86626,116.37075
1634361640,39.866256,116.37254
1634361646,39.866261,116.373531
3068180134,39.9225,116.457365
1634361633,39.866233,116.371694
2327218941,39.907481,116.445364
2327218938,39.910182,116.444394
245108433,39.892216,116.421612
1634361636,39.866251,116.370636
2327218937,39.907284,116.445356
1634361658,39.866312,116.37285
245108424,39.885011,116.425068
1634361662,39.86632,116.371677
1634361660,39.866312,116.372983
2327218926,39.908173,116.444389
1634361651,39.866284,116.374619
2327218927,39.90726,116.449502
1634361648,39.866271,116.373124
2327218924,39.907481,116.445618
2327218925,39.912016,116.44946
2327218923,39.907446,116.449502
1634361652,39.866292,116.374324
1802398478,39.932636,116.483483
1634361611,39.866173,116.374576
1802398479,39.932637,116.482957
1802398476,39.932565,116.486851
300814733,39.981503,116.274114
1634361609,39.866169,116.370759
1802398477,39.932617,116.472341
300814730,39.982179,116.274088
1634361614,39.866177,116.372378
1802398474,39.932533,116.486279
1802398475,39.932541,116.487449
300814728,39.982405,116.274096
1802398472,39.932502,116.482461
1869639446,39.865524,116.303218
1802398473,39.932504,116.482957
1869639447,39.866161,116.303481
300814726,39.982723,116.274129
1634361602,39.866129,116.373685
1802398470,39.932379,116.48418
1869639448,39.866563,116.30357
1802398471,39.932462,116.486867
1869639449,39.867062,116.304446
1802398468,39.932372,116.48246
1869639450,39.868111,116.305051
1802398469,39.932372,116.482957
1869639451,39.868967,116.305477
1634361606,39.866161,116.370649
1802398466,39.932259,116.483481
1802398467,39.932371,116.479425
1634361604,39.866161,116.374228
1802398464,39.932256,116.482458
1802398465,39.932257,116.482957
1869639424,39.864805,116.284817
1634361631,39.866216,116.373361
1634361618,39.866181,116.37359
1634361616,39.866181,116.373218
1802398484,39.932792,116.488341
1634361622,39.866213,116.374309
1802398482,39.932645,116.480163
1802398483,39.932646,116.480563
1802398480,39.932639,116.482462
1634361621,39.866195,116.369697
1802398481,39.932643,116.487414
529538850,39.855258,116.394054
644621999,39.889488,116.200756
2454622859,39.966008,116.445575
644621990,39.896768,116.204962
4718074350,39.832567,116.45849
4706277469,40.005248,116.81249
4706277471,40.005389,116.812518
4706277470,40.005386,116.812431
529538894,39.855015,116.393702
4706277467,40.003666,116.813176
4706277466,40.003565,116.813137
4706277477,40.008892,116.812276
4706277478,40.008892,116.812362
1634361728,39.868595,116.381784
1327779360,39.870995,116.249057
1634361442,39.86565,116.37261
1634361440,39.865626,116.373094
1327779368,39.874269,116.246837
1634361445,39.865659,116.37276
1634361465,39.865683,116.371393
1634361471,39.865705,116.372884
1634361468,39.865686,116.372466
1634361457,39.865664,116.373572
1634361460,39.865668,116.37066
1634361419,39.865532,116.371586
1634361417,39.865518,116.370556
1634361423,39.865541,116.373767
1634361421,39.865535,116.372886
1634361409,39.865492,116.373274
4706277801,40.012626,116.812196
1634361415,39.865509,116.373564
4706277800,40.012625,116.812111
1634361432,39.865611,116.371484
1634361436,39.865611,116.37075
1327779347,39.874381,116.240906
1327779357,39.864665,116.251182
1634361427,39.865558,116.37225
1634361430,39.865593,116.37316
1634361387,39.865369,116.374394
1634361391,39.865373,116.371787
1634361383,39.865363,116.372366
1634361403,39.86546,116.372241
1634361401,39.865451,116.371689
1634361407,39.865473,116.373969
1634361405,39.865473,116.37065
1634361394,39.865384,116.37217
1634361398,39.865439,116.373153
1634361396,39.865386,116.370349
1634361353,39.864933,116.369517
1634361356,39.865018,116.371523
1634361345,39.86492,116.369705
1634361348,39.864929,116.375092
1634361370,39.865346,116.370468
1634361368,39.865327,116.373054
1634361363,39.865257,116.374668
1634361360,39.865107,116.374906
1634361361,39.865185,116.371917
1634361365,39.865284,116.371948
1802398446,39.922232,116.483532
1802398447,39.922241,116.48411
1869639409,39.863894,116.280475
1802398444,39.92209,116.483217
1634361577,39.866087,116.372
1802398445,39.922105,116.484369
1869639411,39.864491,116.28592
1634361582,39.866097,116.369706
1802398442,39.922058,116.484109
2351336866,39.907275,116.454488
1802398443,39.922073,116.483533
1869639413,39.864528,116.28456
2351336867,39.907352,116.454372
1634361580,39.866095,116.368211
1802398440,39.921932,116.484215
2351336864,39.906961,116.452291
1802398441,39.921951,116.483451
2351336865,39.907205,116.454562
1634361570,39.866082,116.371546
1667654382,39.970834,116.292719
1802398438,39.921883,116.484551
1802398439,39.9219,116.48576
1667654380,39.97197,116.292748
1802398436,39.921869,116.481618
1869639418,39.864536,116.280434
1802398437,39.921875,116.483056
1802398434,39.921864,116.484296
1802398435,39.921867,116.48335
1869639421,39.864731,116.285553
1802398432,39.921828,116.486086
1634361573,39.866082,116.372589
1802398433,39.921846,116.487135
644622332,39.896778,116.205187
1634361594,39.866114,116.373792
1802398462,39.932248,116.478704
1802398463,39.93225,116.479698
1634361592,39.866109,116.374495
1802398460,39.93223,116.472336
1802398461,39.93224,116.476117
1802398458,39.932208,116.466593
1802398459,39.93223,116.47219
1634361596,39.866118,116.371886
1802398456,39.93044,116.484202
1802398457,39.930926,116.483458
1634361586,39.866097,116.373651
1802398454,39.928654,116.483737
1802398455,39.929708,116.483925
1802398452,39.928654,116.484133
1802398453,39.928654,116.483941
1802398450,39.927051,116.484162
1802398451,39.927051,116.483515
1802398448,39.923291,116.483241
1869639406,39.860449,116.276851
1634361589,39.866107,116.368382
1802398449,39.923313,116.484369
1869639407,39.8637,116.270839
1802398414,39.92156,116.481411
1634361547,39.866027,116.372491
1802398415,39.921562,116.484406
1634361544,39.866021,116.373927
1802398412,39.921557,116.482874
1802398413,39.921558,116.483126
1634361550,39.866029,116.371447
1802398410,39.921537,116.483245
1802398411,39.921547,116.480322
1802398408,39.921507,116.485856
1802398409,39.92153,116.484313
1634361538,39.866006,116.368201
1802398406,39.92148,116.483067
1802398407,39.921496,116.483341
1802398404,39.921474,116.481676
1802398405,39.921475,116.48455
1634361542,39.866015,116.372087
1802398402,39.921432,116.483433
1802398403,39.921473,116.484226
1634361540,39.866012,116.373476
1802398400,39.921315,116.483539
1802398401,39.921339,116.484105
385095492,39.892318,116.437879
1634361562,39.866073,116.373057
1802398430,39.921813,116.483239
1802398431,39.92182,116.484389
1802398428,39.921805,116.48449
1802398429,39.921807,116.484666
1802398426,39.921794,116.483117
1802398427,39.921801,116.481427
1634361564,39.86608,116.373257
1802398424,39.921785,116.480126
1802398425,39.921792,116.482876
385095500,39.892321,116.438046
1802398422,39.921697,116.47971
2351336862,39.906859,116.454529
1802398423,39.921752,116.488054
2351336863,39.906908,116.454584
1802398420,39.921607,116.479707
2351336860,39.906846,116.452707
1634361553,39.86604,116.373765
1802398421,39.921676,116.488074
2351336861,39.906859,116.452556
1802398418,39.92158,116.486229
1634361559,39.866069,116.372279
1802398419,39.92158,116.487371
2351336859,39.906837,116.454431
1634361556,39.86606,116.374363
1802398416,39.92157,116.484496
1802398417,39.921576,116.484684
1634361513,39.865939,116.372469
1634361518,39.86595,116.372257
1634361506,39.865847,116.372534
1634361504,39.865839,116.372295
1634361510,39.865926,116.371324
1634361509,39.865894,116.373046
1802398398,39.921251,116.483221
1802398399,39.921269,116.484393
1802398396,39.921164,116.48354
1802398397,39.921172,116.484104
1802398394,39.920164,116.483216
1634361535,39.866005,116.368384
1802398395,39.920211,116.484396
1802398392,39.919404,116.483502
1634361522,39.865961,116.373257
1802398390,39.918753,116.483497
1802398391,39.919443,116.484143
644622259,39.888764,116.205178
1634361525,39.865991,116.373385
1634361483,39.86581,116.370685
1634361480,39.865802,116.373001
339088848,39.946946,116.410273
1634361485,39.865811,116.372653
1634361475,39.86577,116.370792
605824503,40.041221,116.251796
1634361473,39.865749,116.372363
1634361477,39.865782,116.371267
1634361499,39.865818,116.373356
1634361501,39.865839,116.372776
1634361495,39.865813,116.373449
2407828870,40.012623,116.395894
2407828864,40.01061,116.394536
4077580558,39.680251,116.756525
2407828866,40.008802,116.393748
2407828867,40.009287,116.393801
4077580557,39.680238,116.756259
4716501801,39.936513,116.332605
2407828878,40.014307,116.396441
644621415,39.939644,116.205884
2407828879,40.015347,116.396398
4716501802,39.936476,116.332937
2407828872,40.008224,116.394166
4716501807,39.936575,116.334246
2407828884,40.019661,116.395502
3242509140,39.718623,116.606044
3242509141,39.718655,116.606184
2407828886,40.018835,116.395486
3242509142,39.745323,116.550872
2407828887,40.019102,116.395491
3242509143,39.745451,116.550867
3242509136,39.646316,116.699173
4716501813,39.936518,116.333759
2407828881,40.008387,116.39415
3242509137,39.646452,116.698821
2407828882,40.005507,116.393843
3242509138,39.646486,116.699056
3242509139,39.646597,116.698766
3242509148,39.750716,116.564237
2407828893,40.008214,116.393726
3242509149,39.860952,116.694258
3242509150,39.861405,116.694262
2407828895,40.001147,116.394542
2407828888,40.01752,116.395625
3242509144,39.750053,116.56025
3242509145,39.750149,116.563769
2407828890,40.013909,116.396387
3242509146,39.750557,116.564392
2407828891,40.008474,116.393747
3242509147,39.750635,116.564316
2407828900,40.014837,116.396451
3242509156,39.863678,116.6955
3242509157,39.863928,116.695335
3242509158,39.864243,116.696403
2407828903,40.017886,116.395513
3242509159,39.864457,116.696708
2407828896,40.016645,116.395904
2430767814,39.92501,116.205143
3242509155,39.862646,116.691149
2430767817,39.925013,116.207343
2407828904,40.00086,116.394558
3242509160,39.864583,116.69603
4439018170,39.716934,116.143838
4439018169,39.716927,116.143657
2407828907,40.015737,116.396285
3068179620,39.92201,116.457354
3068179629,39.924473,116.455217
3068179557,39.922519,116.455735
3068179569,39.924742,116.455774
644621552,39.928818,116.19137
644621553,39.922653,116.16632
3068179582,39.924683,116.455773
4140889104,39.997385,116.262319
4140889111,39.99785,116.262437
4140889116,39.998065,116.262542
4140889118,39.99818,116.262716
4140889093,39.997036,116.262319
1327779326,39.872321,116.241225
1933472228,40.076646,116.584028
1933472229,40.076687,116.584004
2586745033,39.905632,116.616828
1978169088,39.915742,116.524832
2407828844,40.018498,116.395486
2586745030,39.905615,116.620299
2407828845,40.009788,116.394016
2407828846,40.010215,116.394273
1978169091,39.915809,116.525527
2407828847,40.020622,116.395363
2586745024,39.905192,116.620235
2407828852,40.012056,116.395523
4140889120,39.998289,116.26296
2407828853,40.003773,116.393882
2586745052,39.905123,116.619265
2407828855,40.01356,116.39628
2407828861,40.020523,116.395502
2407828862,40.008051,116.393682
2586745045,39.905696,116.620375
2407828856,40.018139,116.395483
2407828859,40.013153,116.39614
974534934,40.000205,116.325945
1978169064,39.915202,116.529993
2299824662,39.92239,116.529774
1978169067,39.915475,116.53002
974534930,40.0001,116.325826
974534942,40.000218,116.326149
2299824669,39.922558,116.526258
2299824670,39.922636,116.52114
2299824665,39.922509,116.529842
1978169063,39.915113,116.556555
1978169080,39.915655,116.525118
1716413788,40.050826,116.158575
1978169075,39.914981,116.541712
1978169077,39.914879,116.545907
974534965,40.000134,116.32704
974534962,40.000227,116.326864
644621637,39.925111,116.191557
1716413797,40.049762,116.160798
1978169029,39.914036,116.568261
1325550636,39.878735,116.354081
1978169048,39.91498,116.538513
1978169053,39.915,116.556451
974534945,40.000223,116.326703
1978169042,39.914798,116.538578
1978169044,39.914836,116.556646
1978169045,39.914918,116.538537
1978169047,39.914937,116.556449
1978169019,39.913967,116.568247
1943171204,39.953972,116.210742
1943171205,39.954091,116.21076
1325550680,39.874367,116.342949
1978169014,39.913857,116.568225
533601469,39.968122,116.418635
245108196,39.885524,116.413336
1974892095,39.953514,116.443301
644621813,39.890708,116.202093
3649493535,39.920262,116.598682
1325550759,39.869714,116.342347
644621776,39.89031,116.20342
644621778,39.890028,116.204378
245108060,39.883081,116.434182
245108061,39.883287,116.441844
245108063,39.883197,116.45004
644621743,39.907794,116.205258
245108056,39.88265,116.418801
245108057,39.882778,116.425275
245108059,39.883013,116.431606
1325550795,39.871741,116.34257
644621728,39.910436,116.205099
533601310,39.967347,116.404787
644621749,39.90898,116.204731
644621751,39.906204,116.20473
644621744,39.908983,116.205253
644621745,39.910238,116.204897
1974892116,39.954442,116.443991
1974892117,39.954464,116.444196
1974892114,39.954272,116.44398
1974892115,39.954386,116.443927
4077580539,39.679378,116.757405
1974892101,39.954129,116.443333
1974892098,39.953714,116.442974
1974892096,39.953576,116.4432
4077580540,39.679379,116.75713
1974892097,39.953643,116.443091
245108068,39.883025,116.471036
245108069,39.88299,116.478769
245108070,39.882994,116.480255
245108071,39.882824,116.481112
1974892109,39.954451,116.443796
1974892106,39.954369,116.443598
1974892104,39.954347,116.444225
530717606,39.834866,116.702283
1460425480,39.888235,116.134759
1765174578,39.904775,116.485122
530717611,39.834277,116.705803
1460425479,39.888223,116.133844
2629212349,40.309138,116.04674
530717614,39.833505,116.709516
1849453105,40.336096,116.633838
1460425474,39.888018,116.131775
529537921,39.84495,116.394559
530717617,39.832607,116.712978
2496303315,39.852594,116.436648
2496303316,39.848686,116.43968
2496303317,39.841037,116.440731
4140888817,39.983344,116.270966
4140888818,39.984314,116.270494
4140888819,39.985251,116.270279
4140888820,39.987257,116.270558
4140888821,39.988284,116.271277
4140888822,39.988777,116.27183
4140888823,39.988976,116.27123
4140888824,39.989009,116.271841
4140888825,39.989079,116.270559
4140888826,39.989083,116.272391
4140888827,39.989268,116.269754
2430768334,39.923101,116.201073
4140888828,39.989712,116.269052
2430768335,39.923185,116.200601
4140888831,39.989767,116.273281
529537953,39.844373,116.394575
2430768336,39.923621,116.200593
606740505,39.905208,116.608102
2430768337,39.923627,116.20107
530717593,39.835269,116.69901
530717599,39.835105,116.700492
4140888814,39.980375,116.273192
1419137238,40.053199,116.32258
1419137239,40.053169,116.322839
1419137236,40.053152,116.322194
530717665,39.804718,116.790242
1419137237,40.053223,116.323389
530717670,39.802166,116.801541
1419137235,40.053093,116.323073
530717668,39.803475,116.794909
530717674,39.801268,116.814783
1419137246,40.053588,116.322332
530717675,39.801288,116.816331
1419137247,40.05377,116.322335
530717672,39.801527,116.807156
1419137244,40.053509,116.323181
1419137245,40.053543,116.323411
1419137242,40.053425,116.323004
1419137243,40.053434,116.323497
530717676,39.802003,116.825284
1419137240,40.053293,116.322904
530717677,39.802498,116.830581
1419137241,40.05337,116.322244
530717682,39.802795,116.834277
1419137222,40.034525,116.319939
1419137223,40.034525,116.322049
1419137220,40.034419,116.322061
1419137221,40.034508,116.319538
1419137218,40.034277,116.319964
1765174626,39.90718,116.488801
1419137219,40.034389,116.319953
1765174627,39.907181,116.488901
530717684,39.802894,116.836211
1765174624,39.907123,116.488689
1765174625,39.907159,116.488727
1419137226,40.035204,116.319854
245107394,39.87948,116.391102
1419137225,40.035179,116.319465
1765174614,39.906661,116.480657
1765174615,39.906697,116.48869
1765174612,39.906538,116.490729
1765174613,39.906604,116.489786
1765174610,39.906504,116.488823
1765174611,39.906515,116.488469
1765174608,39.906436,116.488076
1765174609,39.906444,116.489953
1765174622,39.907087,116.480654
530717643,39.831193,116.717461
1765174623,39.907101,116.489825
1765174620,39.906986,116.488644
1765174621,39.907034,116.490745
530717647,39.826086,116.73026
1765174619,39.906887,116.480692
1765174616,39.906834,116.488642
530717645,39.828788,116.723542
1419137254,40.054329,116.322101
530717651,39.824118,116.735989
1419137255,40.054358,116.322513
1419137252,40.054302,116.323201
3170285700,40.014127,116.368679
530717649,39.825019,116.733239
1419137253,40.054312,116.322971
2629212357,40.310544,116.044678
530717654,39.816113,116.762466
1419137250,40.054293,116.322367
1419137251,40.054309,116.323499
3170285699,40.016534,116.373718
530717652,39.82004,116.750371
1419137248,40.054108,116.322264
1419137249,40.054108,116.322695
2629212353,40.309497,116.046195
1419137262,40.052491,116.323524
530717659,39.810389,116.776054
1419137261,40.05508,116.322195
1765174605,39.905961,116.487493
530717662,39.806778,116.784405
1419137256,40.054414,116.322716
1419137257,40.054558,116.322597
3930517223,39.781595,116.318814
3930517221,39.781585,116.318917
3930517229,39.781683,116.318925
529537827,39.844362,116.394217
1460425663,39.900111,116.104733
1460425658,39.90012,116.104517
3930517232,39.781694,116.318831
3930517242,39.781859,116.31886
3930517241,39.781859,116.318941
331880209,39.93919,116.362431
1460425681,39.902325,116.104738
529537871,39.844944,116.394191
1460425683,39.902341,116.104952
245107309,39.879483,116.389303
2391182214,39.688914,115.967761
3655916778,39.798086,116.552603
3655916779,39.798217,116.55244
2391182210,39.688725,115.967549
2391182211,39.688815,115.96762
2391182209,39.688564,115.967494
2391182223,39.689846,115.969993
2391182221,39.689588,115.969496
2391182219,39.689158,115.968429
2391182217,39.688989,115.967972
2391182230,39.692105,115.972615
2391182228,39.691809,115.972344
2391182226,39.690475,115.970801
2391182225,39.690142,115.970409
2391182238,39.692903,115.973012
331880145,39.93553,116.362335
2391182239,39.693051,115.972998
331880146,39.938038,116.362353
2391182237,39.692849,115.981309
2391182235,39.692758,115.972981
2391182232,39.692405,115.972791
529537712,39.836345,116.392532
2391182244,39.693324,115.972753
529537715,39.836421,116.389735
2391182245,39.682326,115.971454
529537716,39.838002,116.386343
2391182242,39.693194,115.972914
529537710,39.836068,116.393449
1808559756,40.08844,116.581855
1808559758,40.088475,116.582013
1808559759,40.088536,116.582173
1808559752,40.088086,116.578149
1350063421,40.066575,116.406618
1808559748,40.087909,116.57681
1808559749,40.087937,116.576582
1808559750,40.087981,116.578165
